id,word_vocalized,word_clean,root,pos,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags
231,حَيْدَر عَبَّاد,حيدر عباد,,Noun,شال قطني هندي,نوع من أنواع الشيلان الهندية المصنوعة من القطن، كانت تستورد قديماً وتلبس في حضرموت.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 40,"[{""h"": ""جدي للحين محتفظ بشال حيدر عباد حقه."", ""f"": ""جدي لا يزال يحتفظ بشال 'حيدر عباد' الخاص به.""}, {""h"": ""حيدر عباد قطنه بارد وممتاز في الصيف."", ""f"": ""شال حيدر عباد قطنه بارد وممتاز في فصل الصيف.""}]",[],"[""Daily Life"", ""Clothing"", ""Indian Clothes""]"
232,الحُقَّة,الحقه,حقق,Noun,وعاء صغير,وعاء صغير كان يستخدم قديماً لحفظ الحنظل المطحون أو المكسرات أو بعض الأغراض الصغيرة.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 40,"[{""h"": ""هات الحقة اللي فيها اللوز."", ""f"": ""أحضر الوعاء الذي يحتوي على اللوز.""}]",[],"[""Daily Life"", ""Box""]"
233,الحَوْش,الحوش,حوش,Noun,حظيرة أو فناء مسور, قطعة أرض محاطة بسور تستخدم عادة لحفظ المواشي (البهائم) او سور البيت .,General,"[""زريبة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 40,"[{""h"": ""رد الغنم في الحوش قبل ما يجي الليل."", ""f"": ""أعد الأغنام إلى الحظيرة قبل حلول الليل.""}, {""h"": ""نظفنا الحوش اليوم عشان العيد."", ""f"": ""نظفنا حظيرة المواشي اليوم لأجل العيد.""}]",[],"[""Agriculture"", ""Home""]"
234,الحَسْحَس,الحسحس,حسس,Noun,نوع من الصخور,نوع من أنواع الصخور الصغيرة أو البطحاء، تستخدم في البناء، وأحياناً توضع في النار لإنضاج بعض أنواع الحبوب مثل 'الدجر'.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 40,"[{""h"": ""جيب شوية حسحس عشان نصلح الخلطة."", ""f"": ""أحضر بعض الصخور الصغيرة لنصلح الخلطة (الأسمنتية).""}, {""h"": ""الدجر المستوي على الحسحس طعمه غير."", ""f"": ""حبوب 'الدجر' المنضجة على الصخور الساخنة لها طعم مختلف.""}]",[],"[""Construction"", ""Food""]"
235,الحَنِيشَة,الحنيشة,حنش,Noun,حزام فضي,حزام مصنوع من الفضة، يتميز بطوله والتواءاته (يشبه الحنش/الثعبان)، ترتديه المرأة البدوية حول خصرها للزينة.,General,[],[],من أدوات الزينة التقليدية القديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 41,"[{""h"": ""البدوية لبست الحنيشة في العرس."", ""f"": ""ارتدت المرأة البدوية الحزام الفضي الملتوي في العرس.""}, {""h"": ""الحنيشة من الفضة الخالصة وثقيلة في اللبس."", ""f"": ""هذا الحزام من الفضة الخالصة وهو ثقيل عند ارتدائه.""}]",[],"[""Social Customs"", ""Clothing""]"
236,الحَشِيش,الحشيش,حشش,Noun,أعشاب برية,الأعشاب والنباتات البرية التي تنبت تلقائياً دون زراعة، وتستخدم غالباً علفاً للمواشي.,General,"[""علف""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 41,"[{""h"": ""الوادي اليوم مليان حشيش أخضر."", ""f"": ""الوادي اليوم مليء بالأعشاب الخضراء.""}, {""h"": ""رح احش حشيش للغنم من الساقية."", ""f"": ""اذهب واقطع أعشاباً للأغنام من حافة الساقية.""}]",[],"[""Nature"", ""Agriculture""]"
237,الحَشَك,الحشك,حشك,Noun,صغار الحطب,الأغصان الدقيقة الجافة أو بقايا ليف النخيل التي تستخدم كوقود لبدء إشعال النار.,General,[],[],يتم وضعه بين الحطب لتسهيل الاشتعال.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 41,"[{""h"": ""رصوا الحشك بين الحطب عشان تشب النار بسرعة."", ""f"": ""ضعوا الأغصان الصغيرة بين الحطب لكي تشتعل النار بسرعة.""}]",[],"[""Daily Life"", ""Nature""]"
238,حَمَّة السَّيْل,حمة السيل,حمم,Noun,ذروة السيل,أقصى قوة للسيل وأعلى نقطة يصل إليها في المنسوب والاندفاع.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 41,"[{""h"": ""حمة السيل شلت عقم الجرب."", ""f"": ""ذروة السيل جرفت سد المزرعة.""}, {""h"": ""لا تقربون الوادي والحمة عادها ما خفت."", ""f"": ""لا تقتربوا من الوادي ما دام السيل في ذروة قوته.""}]",[],"[""Nature"", ""Water""]"
239,حَطَّت الدَّار,حطت الدار,حطط,Verb Phrase,تماسكت الدار واستقرت,تقال للبيت المبني من الطين بعد مرور فترة من الزمن عليه، حيث تجف جدرانه وتتماسك وتختفي الشقوق (الصدوع) ويصبح آمناً للسكن.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 41,"[{""h"": ""الدار الحمد لله حطت وقرت الصدوع فيها."", ""f"": ""الدار ولله الحمد تماسكت واختفت الشقوق منها.""}, {""h"": ""اصبر سنة حتى تحط الدار وبعدين ادهنها."", ""f"": ""انتظر سنة حتى يتماسك بناء البيت ثم قم بطلائه.""}]",[],"[""Construction"", ""Home"", ""House""]"
240,الحَيْدَوَان,الحيدوان,حيد,Noun,إناء لطبخ العصيد,إناء تقليدي خاص يستخدم لطبخ أكلة 'العصيد' الحضرمية، ويمتاز بجودته وغلاء ثمنه.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""عصيد الحيدوان طعمها غير."", ""f"": ""العصيد المطبوخة في إناء الحيدوان طعمها مختلف ومميز.""}, {""h"": ""اشتروا حيدوان جديد عشان عرس فلان."", ""f"": ""اشتروا إناء حيدوان جديد لأجل زفاف فلان.""}]",[],"[""Daily Life"", ""Food"", ""Cooking""]"
241,الحَنْكَة,الحنكة,حنك,Noun,مجرى تصريف الحمام,قناة أو مجرى مخصص لتصريف المياه في أماكن الطهارة أو الحمامات.,General,"[""مجرى""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""نظف الحنكة شف الماء محبوس."", ""f"": ""نظف مجرى التصريف فإن الماء محبوس.""}, {""h"": ""الحنكة لازم تكون وسيعة عشان ما تنسد."", ""f"": ""مجرى التصريف يجب أن يكون واسعاً لكي لا ينسد.""}]",[],"[""Home"", ""Architecture"", ""Bathroom""]"
242,حَيْط,حيط,حيط,Noun,بستان صغير,مساحة صغيرة مزروعة تكون عادة ملحقة بالمنزل أو قريبة منه.,General,"[""بستان""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""جدي قاعد في الحيط يسقي الشجر."", ""f"": ""جدي جالس في البستان الصغير يسقي الأشجار.""}, {""h"": ""الحيط حقنا فيه ليمون ونخل."", ""f"": ""بستاننا الصغير فيه شجر ليمون ونخيل.""}]",[],"[""Agriculture"", ""Home"", ""Garden""]"
243,الحَمَّة,الحمه,حمم,Noun,ماء آسن,الماء الراكد الذي تغير لونه ورائحته نتيجة طول بقائه واختلاط الأوساخ به.,General,"[""ماء آسن""]",[],بفتح الحاء وكسر الميم,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""لا تقربون من الحمة فيها بعوض واجد."", ""f"": ""لا تقتربوا من الماء الآسن ففيه الكثير من البعوض.""}, {""h"": ""هذا البير صار حمة ما حد يشرب منه."", ""f"": ""هذا البئر صار ماؤه آسناً ولا أحد يشرب منه.""}]",[],"[""Nature"", ""Water""]"
244,الحَرْثَان,الحرثان,حرث,Noun,المزارعون,لقب يطلق على العاملين في الأرض والزراعة (الحراثة).,General,"[""مزارعين"", ""فلاحين""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""الحرثان اجتمعوا اليوم في الوادي."", ""f"": ""المزارعون اجتمعوا اليوم في الوادي.""}]",[],"[""Agriculture"", ""People"", ""Farmer""]"
245,الحَشّ,الحش,حشش,Noun,مجمع نفايات,المكان المخصص لجمع النفايات البشرية، ويكون عادة في الجهة الخلفية من البيت الطيني.,General,[],[],جزء من تصميم البيوت الطينية القديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""الحش بعيد عن واجهة الدار."", ""f"": ""مجمع النفايات بعيد عن واجهة البيت.""}]",[],"[""Home"", ""Architecture"", ""Trash""]"
246,الحِلْتِيت,الحلتيت,حلت,Noun,نبات طبي,خلاصة نبات طبي مرّ وشديد الرائحة الكريهة، يستخدم في الطب الشعبي لعلاج الرياح وآلام البطن.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""شربوه حلتيت عشان تروح الرياح من بطنه."", ""f"": ""سقوه الحلتيت لكي تذهب الغازات من بطنه.""}, {""h"": ""ريحة الحلتيت قوية ومالية البيت."", ""f"": ""رائحة الحلتيت قوية وتملأ البيت.""}]",[],"[""Daily Life"", ""Nature"", ""Plant""]"
247,الحَيْبُور,الحيبور,حبر,Noun,حافة الشيء,النتوء البارز أو الحافة الخارجية للشيء، مثل قولهم 'حيبور الريم' أي حافة السطح.,General,"[""حافة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""لا تمشي على حيبور الريم تراك بتطيح."", ""f"": ""لا تمشِ على حافة السطح لكي لا تسقط.""}, {""h"": ""حط الكاس بعيد عن الحيبور."", ""f"": ""ضع الكأس بعيداً عن الحافة.""}]",[],"[""Daily Life""]"
248,الحَيْق,الحيق,حيق,Noun,السهل المنبسط,الأرض السهلة والمنبسطة، وإليها ينسب اسم قبيلة 'الحيقي'.,General,"[""سهل""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""هذه البلاد حيق، السير فيها مريح."", ""f"": ""هذه المنطقة سهلية منبسطة، السير فيها مريح.""}]",[],"[""Nature"", ""Flat""]"
249,الحِلِي,الحلي,حلي,Noun,أداة حرث,أداة خشبية تقليدية تنتهي بسن حديدية تستخدم لحرث الأرض وعمل شقوق فيها لبذر الحبوب.,General,"[""محراث""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""الحلي انكسر سنة الحديد حقه."", ""f"": ""المحراث انكسرت سنته الحديدية.""}, {""h"": ""الحارث شال الحلي وراح الجرب."", ""f"": ""المزارع حمل المحراث وذهب للمزرعة.""}]",[],"[""Agriculture"", ""Tool""]"
250,الحَرْمَل,الحرمل,حرمل,Noun,نبات بري طبي,نبات بري معروف في حضرموت، يستخدم في الطب الشعبي كعلاج لبعض الأمراض.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""بخروا البيت بالحرمل عشان العين."", ""f"": ""بخروا البيت بنبات الحرمل اتقاءً للعين.""}, {""h"": ""الحرمل ينبت في الخبوت والوديان."", ""f"": ""نبات الحرمل ينبت في البراري والوديان.""}]",[],"[""Nature"", ""Plants""]"
251,الحَصَاة,الحصاة,حصي,Noun,الحجرة الصغيرة,الحجر الصغير، وتجمع على 'حصى'.,General,"[""حجرة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 42,"[{""h"": ""رجم الزقر حصاة في البير."", ""f"": ""رمى الطفل حجرة صغيرة في البئر.""}, {""h"": ""الطريق كلها حصى، انتبه وأنت تمشي."", ""f"": ""الطريق كلها حجارة صغيرة، احذر وأنت تمشي.""}]","[""ما ينط العود إلا من حصاة""]","[""Nature"", ""Stone""]"
